Symbol	Timeframes	DateTime	Open	High	Low	Close	BaseReturn	MidReturn	HigherReturn	BaseMidCorr	BaseHigherCorr	MidHigherCorr	ZScore	SignalType	CorrelationState	PostSignal1Bar(%)	PostSignal5Bars(%)	PostSignal10Bars(%)
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.28 21:55	3081.30000	3081.57000	3080.57000	3080.87000	-0.61000	-4.64000	0.00000	0.000	0.000	0.179	-0.528	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.28 22:00	3080.90000	3082.16000	3080.90000	3081.77000	0.90000	-3.06000	0.00000	0.000	0.000	0.204	0.808	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.28 22:05	3082.01000	3082.86000	3081.33000	3082.61000	0.84000	-3.06000	0.00000	0.000	0.000	0.204	0.711	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.28 22:10	3082.61000	3083.17000	3082.20000	3083.06000	0.45000	-3.06000	0.00000	0.000	0.000	0.204	0.293	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.28 22:15	3083.08000	3083.62000	3082.22000	3082.54000	-0.52000	2.88000	0.00000	0.000	0.000	0.216	-0.765	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.28 22:20	3082.54000	3082.91000	3082.00000	3082.58000	0.04000	2.88000	0.00000	0.000	0.000	0.216	-0.155	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.28 22:25	3082.58000	3082.73000	3081.98000	3082.55000	-0.03000	2.88000	0.00000	0.000	0.000	0.216	-0.214	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.28 22:30	3082.64000	3085.15000	3082.43000	3084.45000	1.90000	1.38000	0.00000	0.000	0.000	0.221	1.701	Divergence Warning	Diverging	-0.07	-0.01	0.21
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.28 22:35	3084.52000	3084.52000	3081.70000	3082.42000	-2.03000	1.38000	0.00000	0.000	0.000	0.221	-2.026	Divergence Warning	Diverging	0.03	0.33	0.22
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.28 22:40	3082.49000	3083.61000	3082.40000	3083.39000	0.97000	1.38000	0.00000	0.000	0.000	0.221	0.800	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.28 22:45	3083.36000	3085.93000	3083.17000	3085.63000	2.24000	-1.81000	0.00000	0.000	0.000	0.131	1.823	Divergence Warning	Diverging	-0.05	0.16	0.13
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.28 22:50	3085.52000	3085.88000	3083.64000	3084.01000	-1.62000	-1.81000	0.00000	0.000	0.000	0.131	-1.499	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.28 22:55	3084.32000	3084.41000	3083.36000	3084.20000	0.19000	-1.81000	0.00000	0.000	0.000	0.131	0.011	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 01:00	3086.59000	3093.42000	3086.59000	3092.49000	8.29000	4.15000	0.00000	0.000	0.000	0.056	4.259	Divergence Warning	Diverging	0.11	-0.10	-0.09
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 01:05	3092.49000	3097.77000	3091.50000	3095.81000	3.32000	4.15000	0.00000	0.000	0.000	0.056	1.473	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 01:10	3095.61000	3095.62000	3090.12000	3090.66000	-5.15000	4.15000	0.00000	0.000	0.000	0.056	-2.747	Divergence Warning	Diverging	-0.02	-0.03	-0.06
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 01:15	3090.75000	3090.75000	3089.12000	3090.16000	-0.50000	-2.18000	0.00000	0.000	0.000	0.035	-0.449	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 01:20	3090.36000	3091.76000	3090.06000	3090.94000	0.78000	-2.18000	0.00000	0.000	0.000	0.035	0.191	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 01:25	3090.87000	3090.91000	3089.29000	3089.33000	-1.61000	-2.18000	0.00000	0.000	0.000	0.035	-0.934	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 01:30	3089.13000	3089.75000	3088.59000	3089.04000	-0.29000	-0.05000	0.00000	0.000	0.000	0.038	-0.271	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 01:35	3088.94000	3090.63000	3088.93000	3089.72000	0.68000	-0.05000	0.00000	0.000	0.000	0.038	0.185	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 01:40	3089.76000	3090.00000	3088.81000	3089.39000	-0.33000	-0.05000	0.00000	0.000	0.000	0.038	-0.311	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 01:45	3089.29000	3090.01000	3089.02000	3089.41000	0.02000	1.89000	0.00000	0.000	0.000	0.053	-0.138	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 01:50	3089.40000	3089.98000	3089.29000	3089.84000	0.43000	1.89000	0.00000	0.000	0.000	0.053	0.054	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 01:55	3089.86000	3090.56000	3089.52000	3090.01000	0.17000	1.89000	0.00000	0.000	0.000	0.053	-0.067	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 02:00	3090.01000	3090.76000	3088.39000	3088.72000	-1.29000	0.01000	0.00000	0.000	0.000	0.055	-0.748	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 02:05	3088.62000	3088.83000	3087.96000	3088.42000	-0.30000	0.01000	0.00000	0.000	0.000	0.055	-0.257	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 02:10	3088.79000	3090.48000	3088.72000	3089.91000	1.49000	0.01000	0.00000	0.000	0.000	0.055	0.574	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 02:15	3090.03000	3090.28000	3089.17000	3089.18000	-0.73000	-0.13000	0.00000	0.000	0.000	0.041	-0.471	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 02:20	3089.23000	3089.84000	3088.97000	3089.82000	0.64000	-0.13000	0.00000	0.000	0.000	0.041	0.173	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 02:25	3089.80000	3090.67000	3089.06000	3089.58000	-0.24000	-0.13000	0.00000	0.000	0.000	0.041	-0.253	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 02:30	3089.57000	3089.87000	3088.57000	3088.91000	-0.67000	-1.59000	0.00000	0.000	0.000	0.031	-0.433	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 02:35	3088.94000	3089.53000	3087.80000	3088.77000	-0.14000	-1.59000	0.00000	0.000	0.000	0.031	-0.165	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 02:40	3088.69000	3088.88000	3088.28000	3088.81000	0.04000	-1.59000	0.00000	0.000	0.000	0.031	-0.072	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 02:45	3088.76000	3089.19000	3088.30000	3088.97000	0.16000	1.24000	0.00000	0.000	0.000	0.094	-0.026	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 02:50	3089.00000	3089.35000	3088.25000	3089.24000	0.27000	1.24000	0.00000	0.000	0.000	0.094	0.023	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 02:55	3089.17000	3089.73000	3088.64000	3089.18000	-0.06000	1.24000	0.00000	0.000	0.000	0.094	-0.134	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 03:00	3089.20000	3089.71000	3085.28000	3085.56000	-3.62000	-0.67000	0.00000	0.000	0.000	0.103	-1.681	Divergence Warning	Diverging	0.02	-0.04	-0.17
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 03:05	3085.72000	3086.21000	3084.65000	3086.08000	0.52000	-0.67000	0.00000	0.000	0.000	0.103	0.186	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 03:10	3086.20000	3087.53000	3086.07000	3087.27000	1.19000	-0.67000	0.00000	0.000	0.000	0.103	0.494	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 03:15	3087.28000	3088.46000	3086.50000	3086.68000	-0.59000	2.13000	0.00000	0.000	0.000	0.076	-0.296	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 03:20	3086.74000	3086.89000	3085.73000	3085.91000	-0.77000	2.13000	0.00000	0.000	0.000	0.076	-0.398	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 03:25	3085.95000	3086.54000	3082.66000	3084.23000	-1.68000	2.13000	0.00000	0.000	0.000	0.076	-0.793	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 03:30	3084.26000	3084.51000	3082.94000	3082.98000	-1.25000	2.39000	0.00000	0.000	0.000	0.044	-0.636	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 03:35	3083.00000	3084.03000	3083.00000	3083.97000	0.99000	2.39000	0.00000	0.000	0.000	0.044	1.044	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 03:40	3083.97000	3084.29000	3083.28000	3083.86000	-0.11000	2.39000	0.00000	0.000	0.000	0.044	0.118	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 03:45	3083.86000	3084.46000	3083.12000	3083.90000	0.04000	2.12000	0.00000	0.000	0.000	0.039	0.251	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 03:50	3083.93000	3083.97000	3080.23000	3080.35000	-3.55000	2.12000	0.00000	0.000	0.000	0.039	-2.805	Divergence Warning	Diverging	-0.04	0.06	0.38
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 03:55	3080.31000	3080.45000	3077.49000	3079.07000	-1.28000	2.12000	0.00000	0.000	0.000	0.039	-0.831	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 04:00	3078.89000	3080.13000	3076.72000	3079.83000	0.76000	-5.04000	0.00000	0.000	0.000	-0.101	0.931	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 04:05	3079.87000	3083.56000	3079.74000	3081.54000	1.71000	-5.04000	0.00000	0.000	0.000	-0.101	1.666	Divergence Warning	Diverging	-0.02	0.43	0.43
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 04:10	3081.50000	3081.80000	3079.07000	3080.93000	-0.61000	-5.04000	0.00000	0.000	0.000	-0.101	-0.275	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 04:15	3080.56000	3082.26000	3078.91000	3082.25000	1.32000	2.57000	0.00000	0.000	0.000	-0.140	1.272	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 04:20	3082.34000	3089.38000	3082.34000	3088.65000	6.40000	2.57000	0.00000	0.000	0.000	-0.140	3.772	Divergence Warning	Diverging	0.09	0.12	0.33
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 04:25	3088.90000	3091.70000	3088.08000	3091.50000	2.85000	2.57000	0.00000	0.000	0.000	-0.140	1.569	Divergence Warning	Diverging	0.11	0.04	0.25
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 04:30	3091.66000	3095.34000	3090.35000	3094.76000	3.26000	0.05000	0.00000	0.000	0.000	-0.120	1.648	Divergence Warning	Diverging	-0.09	0.00	0.09
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 04:35	3094.91000	3095.08000	3089.90000	3092.05000	-2.71000	0.05000	0.00000	0.000	0.000	-0.120	-1.469	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 04:40	3091.96000	3092.71000	3090.66000	3091.98000	-0.07000	0.05000	0.00000	0.000	0.000	-0.120	-0.073	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 04:45	3091.97000	3092.70000	3090.25000	3092.21000	0.23000	0.88000	0.00000	0.000	0.000	-0.114	0.068	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 04:50	3092.21000	3093.62000	3090.75000	3092.71000	0.50000	0.88000	0.00000	0.000	0.000	-0.114	0.212	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 04:55	3092.69000	3094.84000	3091.60000	3094.76000	2.05000	0.88000	0.00000	0.000	0.000	-0.114	0.971	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 05:00	3094.43000	3097.92000	3093.86000	3096.26000	1.50000	-0.90000	0.00000	0.000	0.000	-0.180	0.646	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 05:05	3096.24000	3099.05000	3095.68000	3098.67000	2.41000	-0.90000	0.00000	0.000	0.000	-0.180	1.051	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 05:10	3098.70000	3099.44000	3097.56000	3098.82000	0.15000	-0.90000	0.00000	0.000	0.000	-0.180	-0.093	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 05:15	3098.73000	3099.84000	3097.04000	3099.13000	0.31000	2.62000	0.00000	0.000	0.000	-0.168	-0.014	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 05:20	3099.13000	3106.80000	3097.69000	3097.70000	-1.43000	2.62000	0.00000	0.000	0.000	-0.168	-0.855	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 05:25	3097.51000	3102.71000	3096.27000	3098.55000	0.85000	2.62000	0.00000	0.000	0.000	-0.168	0.268	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 05:30	3098.52000	3107.00000	3098.02000	3106.39000	7.84000	-0.59000	0.00000	0.000	0.000	-0.161	3.120	Divergence Warning	Diverging	-0.06	0.00	0.01
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 05:35	3106.59000	3107.05000	3103.74000	3104.56000	-1.83000	-0.59000	0.00000	0.000	0.000	-0.161	-1.048	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 05:40	3104.51000	3106.99000	3103.78000	3104.02000	-0.54000	-0.59000	0.00000	0.000	0.000	-0.161	-0.469	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 05:45	3104.43000	3105.34000	3102.55000	3102.55000	-1.47000	-1.94000	0.00000	0.000	0.000	-0.221	-0.847	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 05:50	3102.59000	3105.79000	3099.57000	3104.09000	1.54000	-1.94000	0.00000	0.000	0.000	-0.221	0.397	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 05:55	3104.11000	3107.05000	3103.56000	3106.50000	2.41000	-1.94000	0.00000	0.000	0.000	-0.221	0.714	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 06:00	3106.67000	3107.58000	3105.74000	3106.97000	0.47000	0.14000	0.00000	0.000	0.000	-0.203	-0.143	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 06:05	3107.15000	3111.08000	3106.77000	3109.65000	2.68000	0.14000	0.00000	0.000	0.000	-0.203	0.782	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 06:10	3109.69000	3111.58000	3108.31000	3109.00000	-0.65000	0.14000	0.00000	0.000	0.000	-0.203	-0.635	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 06:15	3108.66000	3111.25000	3108.04000	3108.88000	-0.12000	-1.53000	0.00000	0.000	0.000	-0.154	-0.406	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 06:20	3108.90000	3109.79000	3105.26000	3106.82000	-2.06000	-1.53000	0.00000	0.000	0.000	-0.154	-1.299	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 06:25	3106.81000	3108.60000	3106.71000	3108.06000	1.24000	-1.53000	0.00000	0.000	0.000	-0.154	0.123	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 06:30	3108.23000	3110.91000	3106.38000	3107.36000	-0.70000	0.23000	0.00000	0.000	0.000	-0.146	-0.719	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 06:35	3107.15000	3109.29000	3105.90000	3107.75000	0.39000	0.23000	0.00000	0.000	0.000	-0.146	-0.215	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 06:40	3107.48000	3108.13000	3106.82000	3107.38000	-0.37000	0.23000	0.00000	0.000	0.000	-0.146	-0.558	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 06:45	3107.46000	3108.16000	3107.28000	3107.46000	0.08000	1.44000	0.00000	0.000	0.000	-0.131	-0.339	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 06:50	3107.45000	3108.15000	3106.65000	3108.15000	0.69000	1.44000	0.00000	0.000	0.000	-0.131	0.020	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 06:55	3108.15000	3108.72000	3106.48000	3107.08000	-1.07000	1.44000	0.00000	0.000	0.000	-0.131	-0.805	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 07:00	3106.90000	3107.41000	3106.04000	3106.87000	-0.21000	3.11000	0.00000	0.000	0.000	-0.099	-0.321	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 07:05	3106.96000	3109.00000	3106.01000	3108.69000	1.82000	3.11000	0.00000	0.000	0.000	-0.099	0.689	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 07:10	3108.70000	3109.38000	3106.23000	3109.23000	0.54000	3.11000	0.00000	0.000	0.000	-0.099	-0.019	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 07:15	3109.32000	3109.69000	3108.94000	3109.38000	0.15000	-5.72000	0.00000	0.000	0.000	-0.123	-0.230	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 07:20	3109.61000	3110.59000	3108.98000	3110.20000	0.82000	-5.72000	0.00000	0.000	0.000	-0.123	0.129	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 07:25	3110.20000	3111.12000	3108.99000	3110.65000	0.45000	-5.72000	0.00000	0.000	0.000	-0.123	-0.044	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 07:30	3110.61000	3112.01000	3110.43000	3111.48000	0.83000	3.45000	0.00000	0.000	0.000	-0.185	0.179	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 07:35	3111.15000	3112.28000	3110.57000	3112.10000	0.62000	3.45000	0.00000	0.000	0.000	-0.185	0.097	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 07:40	3112.12000	3112.47000	3110.98000	3111.58000	-0.52000	3.45000	0.00000	0.000	0.000	-0.185	-0.532	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 07:45	3111.53000	3112.38000	3111.32000	3112.35000	0.77000	0.31000	0.00000	0.000	0.000	-0.211	0.185	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 07:50	3112.28000	3115.94000	3111.97000	3113.76000	1.41000	0.31000	0.00000	0.000	0.000	-0.211	0.499	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 07:55	3113.76000	3114.01000	3112.90000	3113.33000	-0.43000	0.31000	0.00000	0.000	0.000	-0.211	-0.524	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 08:00	3113.31000	3113.43000	3108.14000	3108.34000	-4.99000	-0.07000	0.00000	0.000	0.000	-0.201	-3.476	Divergence Warning	Diverging	0.04	0.12	0.36
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 08:05	3108.33000	3111.00000	3107.90000	3109.45000	1.11000	-0.07000	0.00000	0.000	0.000	-0.201	0.666	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 08:10	3109.06000	3110.35000	3107.49000	3109.66000	0.21000	-0.07000	0.00000	0.000	0.000	-0.201	0.016	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 08:15	3109.55000	3110.62000	3109.53000	3110.46000	0.80000	-0.76000	0.00000	0.000	0.000	-0.161	0.387	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 08:20	3110.56000	3111.95000	3110.55000	3111.47000	1.01000	-0.76000	0.00000	0.000	0.000	-0.161	0.557	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 08:25	3111.48000	3113.10000	3111.10000	3112.17000	0.70000	-0.76000	0.00000	0.000	0.000	-0.161	0.388	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 08:30	3111.99000	3112.83000	3110.41000	3110.82000	-1.35000	-0.35000	0.00000	0.000	0.000	-0.082	-1.101	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 08:35	3110.59000	3113.81000	3110.59000	3113.60000	2.78000	-0.35000	0.00000	0.000	0.000	-0.082	1.962	Divergence Warning	Diverging	0.00	0.13	0.19
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 08:40	3113.67000	3114.62000	3113.19000	3113.64000	0.04000	-0.35000	0.00000	0.000	0.000	-0.082	-0.085	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 08:45	3113.63000	3114.33000	3111.97000	3113.09000	-0.55000	-2.52000	0.00000	0.000	0.000	-0.026	-0.512	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 08:50	3113.12000	3119.50000	3111.60000	3119.42000	6.33000	-2.52000	0.00000	0.000	0.000	-0.026	3.500	Divergence Warning	Diverging	-0.09	0.04	-0.13
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 08:55	3119.44000	3119.75000	3115.46000	3116.54000	-2.88000	-2.52000	0.00000	0.000	0.000	-0.026	-1.775	Divergence Warning	Diverging	0.03	0.09	-0.03
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 09:00	3116.28000	3118.70000	3114.07000	3117.50000	0.96000	1.57000	0.00000	0.000	0.000	0.049	0.350	None	Diverging	0.00	0.00	0.00
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 09:05	3117.57000	3121.05000	3117.30000	3120.82000	3.32000	1.57000	0.00000	0.000	0.000	0.049	1.555	Divergence Warning	Diverging	0.13	-0.13	-0.05
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 09:10	3120.83000	3127.94000	3120.77000	3124.96000	4.14000	1.57000	0.00000	0.000	0.000	0.049	1.810	Divergence Warning	Diverging	-0.13	-0.25	-0.03
XAUUSD	PERIOD_M5_PERIOD_M15_PERIOD_H1	2025.03.31 09:15	3124.95000	3124.99000	3120.74000	3120.76000	-4.20000	1.62000	0.00000	0.000	0.000	0.016	-2.168	Divergence Warning	Diverging	-0.05	-0.17	0.03
